diagnosis_name,icdo3_code,synonym_name
burkitt cell leukemia,9826/3,"acute leukemia, burkitt type"
burkitt cell leukemia,9826/3,b-all
burkitt cell leukemia,9826/3,fab l3
burkitt cell leukemia,9826/3,"acute lymphoblastic leukemia, mature b-cell type"
burkitt cell leukemia,9826/3,burkitt type acute leukemia
burkitt cell leukemia,9826/3,acute leukemia burkitt type
burkitt cell leukemia,9826/3,mature b-cell type acute lymphoblastic leukemia
burkitt cell leukemia,9826/3,acute lymphoblastic leukemia mature b-cell type
adult t-cell leukemia/lymphoma (htlv-1 positive),9827/3,adult t-cell lymphoma/leukemia
adult t-cell leukemia/lymphoma (htlv-1 positive),9827/3,adult t-cell lymphoma
adult t-cell leukemia/lymphoma (htlv-1 positive),9827/3,adult t-cell leukemia
t-cell large granular lymphocytic leukemia,9831/1,t-cell large granular lymphocytosis
t-cell large granular lymphocytic leukemia,9831/1,nk-cell large granular lymphocytic leukemia
t-cell large granular lymphocytic leukemia,9831/1,"large granular lymphocytosis, nos"
t-cell large granular lymphocytic leukemia,9831/1,large granular lymphocytosis
"prolymphocytic leukemia, nos",9832/3,prolymphocytic leukemia
"prolymphocytic leukemia, b-cell type",9833/3,b-cell type prolymphocytic leukemia
"prolymphocytic leukemia, b-cell type",9833/3,prolymphocytic leukemia b-cell type
"prolymphocytic leukemia, t-cell type",9834/3,t-cell type prolymphocytic leukemia
"prolymphocytic leukemia, t-cell type",9834/3,prolymphocytic leukemia t-cell type
"precursor cell lymphoblastic leukemia, nos",9835/3,"precursor cell lymphoblastic leukemia, not phenotyped"
"precursor cell lymphoblastic leukemia, nos",9835/3,"acute lymphoblastic leukemia, nos"
"precursor cell lymphoblastic leukemia, nos",9835/3,"acute lymphoblastic leukemia, precursor-cell type"
"precursor cell lymphoblastic leukemia, nos",9835/3,"acute lymphoblastic leukemia-lymphoma, nos"
"precursor cell lymphoblastic leukemia, nos",9835/3,acute lymphocytic leukemia
"precursor cell lymphoblastic leukemia, nos",9835/3,acute lymphoid leukemia
"precursor cell lymphoblastic leukemia, nos",9835/3,acute lymphatic leukemia
"precursor cell lymphoblastic leukemia, nos",9835/3,"lymphoblastic leukemia, nos"
"precursor cell lymphoblastic leukemia, nos",9835/3,fab l1
"precursor cell lymphoblastic leukemia, nos",9835/3,"acute lymphoblastic leukemia, l2 type, nos"
"precursor cell lymphoblastic leukemia, nos",9835/3,fab l2
"precursor cell lymphoblastic leukemia, nos",9835/3,precursor cell lymphoblastic leukemia
"precursor cell lymphoblastic leukemia, nos",9835/3,not phenotyped precursor cell lymphoblastic leukemia
"precursor cell lymphoblastic leukemia, nos",9835/3,precursor cell lymphoblastic leukemia not phenotyped
"precursor cell lymphoblastic leukemia, nos",9835/3,acute lymphoblastic leukemia
"precursor cell lymphoblastic leukemia, nos",9835/3,precursor-cell type acute lymphoblastic leukemia
"precursor cell lymphoblastic leukemia, nos",9835/3,acute lymphoblastic leukemia precursor-cell type
"precursor cell lymphoblastic leukemia, nos",9835/3,acute lymphoblastic leukemia-lymphoma
"precursor cell lymphoblastic leukemia, nos",9835/3,lymphoblastic leukemia
"precursor cell lymphoblastic leukemia, nos",9835/3,l2 type acute lymphoblastic leukemia
"precursor cell lymphoblastic leukemia, nos",9835/3,acute lymphoblastic leukemia l2 type
precursor b-cell lymphoblastic leukemia,9836/3,pro-b all
precursor b-cell lymphoblastic leukemia,9836/3,common precursor b all
precursor b-cell lymphoblastic leukemia,9836/3,pre-b all
precursor b-cell lymphoblastic leukemia,9836/3,pre-pre-b all
precursor b-cell lymphoblastic leukemia,9836/3,common all
precursor b-cell lymphoblastic leukemia,9836/3,c-all
precursor t-cell lymphoblastic leukemia,9837/3,pro-t all
precursor t-cell lymphoblastic leukemia,9837/3,pre-t all
precursor t-cell lymphoblastic leukemia,9837/3,cortical t all
precursor t-cell lymphoblastic leukemia,9837/3,mature t all
"acute myeloid leukemia, m6 type",9840/3,acute erythroid leukemia
"acute myeloid leukemia, m6 type",9840/3,m6a
"acute myeloid leukemia, m6 type",9840/3,m6b
"acute myeloid leukemia, m6 type",9840/3,erythroleukemia
"acute myeloid leukemia, m6 type",9840/3,fab m6
"acute myeloid leukemia, m6 type",9840/3,aml m6
"acute myeloid leukemia, m6 type",9840/3,"erythremic myelosis, nos"
"acute myeloid leukemia, m6 type",9840/3,acute erythremia
"acute myeloid leukemia, m6 type",9840/3,di guglielmo disease
"acute myeloid leukemia, m6 type",9840/3,acute erythremic myelosis
"acute myeloid leukemia, m6 type",9840/3,m6 type acute myeloid leukemia
"acute myeloid leukemia, m6 type",9840/3,acute myeloid leukemia m6 type
"acute myeloid leukemia, m6 type",9840/3,erythremic myelosis
"myeloid leukemia, nos",9860/3,"non-lymphocytic leukemia, nos"
"myeloid leukemia, nos",9860/3,"granulocytic leukemia, nos"
"myeloid leukemia, nos",9860/3,"myelogenous leukemia, nos"
"myeloid leukemia, nos",9860/3,"myelomonocytic leukemia, nos"
"myeloid leukemia, nos",9860/3,"myelocytic leukemia, nos"
"myeloid leukemia, nos",9860/3,subacute myeloid leukemia
"myeloid leukemia, nos",9860/3,subacute granulocytic leukemia
"myeloid leukemia, nos",9860/3,subacute myelogenous leukemia
"myeloid leukemia, nos",9860/3,aleukemic myeloid leukemia
"myeloid leukemia, nos",9860/3,aleukemic granulocytic leukemia
"myeloid leukemia, nos",9860/3,aleukemic myelogenous leukemia
"myeloid leukemia, nos",9860/3,eosinophilic leukemia
"myeloid leukemia, nos",9860/3,"monocytic leukemia, nos"
"myeloid leukemia, nos",9860/3,subacute monocytic leukemia
"myeloid leukemia, nos",9860/3,chronic monocytic leukemia
"myeloid leukemia, nos",9860/3,aleukemic monocytic leukemia
"myeloid leukemia, nos",9860/3,myeloid leukemia
"myeloid leukemia, nos",9860/3,non-lymphocytic leukemia
"myeloid leukemia, nos",9860/3,granulocytic leukemia
"myeloid leukemia, nos",9860/3,myelogenous leukemia
"myeloid leukemia, nos",9860/3,myelomonocytic leukemia
"myeloid leukemia, nos",9860/3,myelocytic leukemia
"myeloid leukemia, nos",9860/3,monocytic leukemia
"acute myeloid leukemia, nos",9861/3,acute non-lymphocytic leukemia
"acute myeloid leukemia, nos",9861/3,acute granulocytic leukemia
"acute myeloid leukemia, nos",9861/3,acute myelogenous leukemia
"acute myeloid leukemia, nos",9861/3,acute myelocytic leukemia
"acute myeloid leukemia, nos",9861/3,acute myeloid leukemia
"chronic myeloid leukemia, nos",9863/3,"chronic granulocytic leukemia, nos"
"chronic myeloid leukemia, nos",9863/3,"chronic myelogenous leukemia, nos"
"chronic myeloid leukemia, nos",9863/3,"chronic myelocytic leukemia, nos"
"chronic myeloid leukemia, nos",9863/3,chronic myeloid leukemia
"chronic myeloid leukemia, nos",9863/3,chronic granulocytic leukemia
"chronic myeloid leukemia, nos",9863/3,chronic myelogenous leukemia
"chronic myeloid leukemia, nos",9863/3,chronic myelocytic leukemia
acute promyelocytic leukemia,9866/3,"acute promyelocytic leukemia, pml/rar- alpha"
acute promyelocytic leukemia,9866/3,"acute myeloid leukemia, t(15:17)(q22"
acute promyelocytic leukemia,9866/3,"acute myeloid leukemia, pml/rar-alpha"
acute promyelocytic leukemia,9866/3,"acute promyelocytic leukemia, nos"
acute promyelocytic leukemia,9866/3,fab m3
acute promyelocytic leukemia,9866/3,pml/rar- alpha acute promyelocytic leukemia
acute promyelocytic leukemia,9866/3,acute promyelocytic leukemia pml/rar- alpha
acute promyelocytic leukemia,9866/3,t(15:17)(q22 acute myeloid leukemia
acute promyelocytic leukemia,9866/3,acute myeloid leukemia t(15:17)(q22
acute promyelocytic leukemia,9866/3,pml/rar-alpha acute myeloid leukemia
acute promyelocytic leukemia,9866/3,acute myeloid leukemia pml/rar-alpha
acute myelomonocytic leukemia,9867/3,fab m4
acute myeloid leukemia with abnormal marrow eosinophils,9871/3,"acute myeloid leukemia, inv(16)(p13;q22)"
acute myeloid leukemia with abnormal marrow eosinophils,9871/3,"acute myeloid leukemia, t(16;16)(p13;q11)"
acute myeloid leukemia with abnormal marrow eosinophils,9871/3,"acute myeloid leukemia, cbf-beta/myh11"
acute myeloid leukemia with abnormal marrow eosinophils,9871/3,acute myelomonocytic leukemia with abnormal eosinophils
acute myeloid leukemia with abnormal marrow eosinophils,9871/3,fab m4eo
acute myeloid leukemia with abnormal marrow eosinophils,9871/3,inv(16)(p13;q22) acute myeloid leukemia
acute myeloid leukemia with abnormal marrow eosinophils,9871/3,acute myeloid leukemia inv(16)(p13;q22)
acute myeloid leukemia with abnormal marrow eosinophils,9871/3,t(16;16)(p13;q11) acute myeloid leukemia
acute myeloid leukemia with abnormal marrow eosinophils,9871/3,acute myeloid leukemia t(16;16)(p13;q11)
acute myeloid leukemia with abnormal marrow eosinophils,9871/3,cbf-beta/myh11 acute myeloid leukemia
acute myeloid leukemia with abnormal marrow eosinophils,9871/3,acute myeloid leukemia cbf-beta/myh11
"acute myeloid leukemia, minimal differentiation",9872/3,acute myeloblastic leukemia
"acute myeloid leukemia, minimal differentiation",9872/3,fab m0
"acute myeloid leukemia, minimal differentiation",9872/3,minimal differentiation acute myeloid leukemia
"acute myeloid leukemia, minimal differentiation",9872/3,acute myeloid leukemia minimal differentiation
acute myeloid leukemia without maturation,9873/3,fab m1
acute myeloid leukemia with maturation,9874/3,"fab m2, nos"
acute myeloid leukemia with maturation,9874/3,fab m2
"chronic myelogenous leukemia, bcr/abl  positive",9875/3,"chronic myelogenous leukemia, philadelphia chromosome (ph1) positive"
"chronic myelogenous leukemia, bcr/abl  positive",9875/3,"chronic myelogenous leukemia, t(9"
"chronic myelogenous leukemia, bcr/abl  positive",9875/3,"chronic granulocytic leukemia, philadelphia chromosome (ph1) positive"
"chronic myelogenous leukemia, bcr/abl  positive",9875/3,"chronic granulocytic leukemia, t(9"
"chronic myelogenous leukemia, bcr/abl  positive",9875/3,"chronic granulocytic leukemia, bcr/abl"
"chronic myelogenous leukemia, bcr/abl  positive",9875/3,bcr/abl  positive chronic myelogenous leukemia
"chronic myelogenous leukemia, bcr/abl  positive",9875/3,chronic myelogenous leukemia bcr/abl  positive
"chronic myelogenous leukemia, bcr/abl  positive",9875/3,philadelphia chromosome (ph1) positive chronic myelogenous leukemia
"chronic myelogenous leukemia, bcr/abl  positive",9875/3,chronic myelogenous leukemia philadelphia chromosome (ph1) positive
"chronic myelogenous leukemia, bcr/abl  positive",9875/3,t(9 chronic myelogenous leukemia
"chronic myelogenous leukemia, bcr/abl  positive",9875/3,chronic myelogenous leukemia t(9
"chronic myelogenous leukemia, bcr/abl  positive",9875/3,philadelphia chromosome (ph1) positive chronic granulocytic leukemia
"chronic myelogenous leukemia, bcr/abl  positive",9875/3,chronic granulocytic leukemia philadelphia chromosome (ph1) positive
"chronic myelogenous leukemia, bcr/abl  positive",9875/3,t(9 chronic granulocytic leukemia
"chronic myelogenous leukemia, bcr/abl  positive",9875/3,chronic granulocytic leukemia t(9
"chronic myelogenous leukemia, bcr/abl  positive",9875/3,bcr/abl chronic granulocytic leukemia
"chronic myelogenous leukemia, bcr/abl  positive",9875/3,chronic granulocytic leukemia bcr/abl
"atypical chronic myeloid leukemia, bcr/abl negative",9876/3,"atypical chronic myeloid leukemia, philadelphia chromosome (ph1) negative"
"atypical chronic myeloid leukemia, bcr/abl negative",9876/3,bcr/abl negative atypical chronic myeloid leukemia
"atypical chronic myeloid leukemia, bcr/abl negative",9876/3,atypical chronic myeloid leukemia bcr/abl negative
"atypical chronic myeloid leukemia, bcr/abl negative",9876/3,philadelphia chromosome (ph1) negative atypical chronic myeloid leukemia
"atypical chronic myeloid leukemia, bcr/abl negative",9876/3,atypical chronic myeloid leukemia philadelphia chromosome (ph1) negative
acute monocytic leukemia,9891/3,acute monoblastic leukemia
acute monocytic leukemia,9891/3,"monoblastic leukemia, nos"
acute monocytic leukemia,9891/3,fab m5
acute monocytic leukemia,9891/3,monoblastic leukemia
acute myeloid leukemia with multilineage dysplasia,9895/3,acute myeloid leukemia with prior myelodysplastic syndrome
acute myeloid leukemia with multilineage dysplasia,9895/3,acute myeloid leukemia without prior myelodysplastic syndrome
"acute myeloid leukemia, t(8",9896/3,"acute myeloid leukemia, aml1(cbf- alpha)/eto"
"acute myeloid leukemia, t(8",9896/3,"fab m2, t(8"
"acute myeloid leukemia, t(8",9896/3,"fab m2, aml1(cbf-alpha)/eto"
"acute myeloid leukemia, t(8",9896/3,t(8 acute myeloid leukemia
"acute myeloid leukemia, t(8",9896/3,acute myeloid leukemia t(8
"acute myeloid leukemia, t(8",9896/3,aml1(cbf- alpha)/eto acute myeloid leukemia
"acute myeloid leukemia, t(8",9896/3,acute myeloid leukemia aml1(cbf- alpha)/eto
"acute myeloid leukemia, t(8",9896/3,t(8 fab m2
"acute myeloid leukemia, t(8",9896/3,fab m2 t(8
"acute myeloid leukemia, t(8",9896/3,aml1(cbf-alpha)/eto fab m2
"acute myeloid leukemia, t(8",9896/3,fab m2 aml1(cbf-alpha)/eto
"acute myeloid leukemia, 11q23 abnormalities",9897/3,"acute myeloid leukemia, mll"
"acute myeloid leukemia, 11q23 abnormalities",9897/3,11q23 abnormalities acute myeloid leukemia
"acute myeloid leukemia, 11q23 abnormalities",9897/3,acute myeloid leukemia 11q23 abnormalities
"acute myeloid leukemia, 11q23 abnormalities",9897/3,mll acute myeloid leukemia
"acute myeloid leukemia, 11q23 abnormalities",9897/3,acute myeloid leukemia mll
acute megakaryoblastic leukemia,9910/3,megakaryocytic leukemia
acute megakaryoblastic leukemia,9910/3,fab m7
"therapy-related acute myeloid leukemia, nos",9920/3,"therapy-related acute myeloid leukemia, alkylating agent related"
"therapy-related acute myeloid leukemia, nos",9920/3,"therapy-related acute myeloid leukemia, epipodophyllotoxin-related"
"therapy-related acute myeloid leukemia, nos",9920/3,therapy-related acute myeloid leukemia
"therapy-related acute myeloid leukemia, nos",9920/3,alkylating agent related therapy-related acute myeloid leukemia
"therapy-related acute myeloid leukemia, nos",9920/3,therapy-related acute myeloid leukemia alkylating agent related
"therapy-related acute myeloid leukemia, nos",9920/3,epipodophyllotoxin-related therapy-related acute myeloid leukemia
"therapy-related acute myeloid leukemia, nos",9920/3,therapy-related acute myeloid leukemia epipodophyllotoxin-related
myeloid sarcoma,9930/3,granulocytic sarcoma
myeloid sarcoma,9930/3,chloroma
acute panmyelosis with myelofibrosis,9931/3,"acute panmyelosis, nos"
acute panmyelosis with myelofibrosis,9931/3,acute myelofibrosis
acute panmyelosis with myelofibrosis,9931/3,"acute myelosclerosis, nos"
acute panmyelosis with myelofibrosis,9931/3,malignant myelosclerosis
acute panmyelosis with myelofibrosis,9931/3,acute panmyelosis
acute panmyelosis with myelofibrosis,9931/3,acute myelosclerosis
hairy cell leukemia,9940/3,hairy cell leukemia variant
hairy cell leukemia,9940/3,leukemic reticuloendotheliosis
"chronic myelomonocytic leukemia, nos",9945/3,"chronic myelomonocytic leukemia, type i"
"chronic myelomonocytic leukemia, nos",9945/3,"chronic myelomonocytic leukemia, type ii"
"chronic myelomonocytic leukemia, nos",9945/3,chronic myelomonocytic leukemia in transformation
"chronic myelomonocytic leukemia, nos",9945/3,chronic myelomonocytic leukemia
"chronic myelomonocytic leukemia, nos",9945/3,type i chronic myelomonocytic leukemia
"chronic myelomonocytic leukemia, nos",9945/3,chronic myelomonocytic leukemia type i
"chronic myelomonocytic leukemia, nos",9945/3,type ii chronic myelomonocytic leukemia
"chronic myelomonocytic leukemia, nos",9945/3,chronic myelomonocytic leukemia type ii
juvenile myelomonocytic leukemia,9946/3,juvenile chronic myelomonocytic leukemia
polycythemia vera,9950/3,polycythemia rubra vera
polycythemia vera,9950/3,proliferative polycythemia
polycythemia vera,9950/3,chronic erythremia
"chronic myeloproliferative disease, nos",9960/3,chronic myeloproliferative disorder
"chronic myeloproliferative disease, nos",9960/3,chronic myeloproliferative disease
myelosclerosis with myeloid metaplasia,9961/3,myelofibrosis as a result of myeloproliferative disease
myelosclerosis with myeloid metaplasia,9961/3,chronic idiopathic myelofibrosis
myelosclerosis with myeloid metaplasia,9961/3,agnogenic myeloid metaplasia
myelosclerosis with myeloid metaplasia,9961/3,megakaryocytic myelosclerosis
myelosclerosis with myeloid metaplasia,9961/3,myelofibrosis with myeloid metaplasia
essential thrombocythemia,9962/3,idiopathic thrombocythemia
essential thrombocythemia,9962/3,essential hemorrhagic thrombocythemia
essential thrombocythemia,9962/3,idiopathic hemorrhagic thrombocythemia
hypereosinophilic syndrome,9964/3,chronic eosinophilic leukemia
